Day,Date,Close/Last,Volume,Open,High,Low
962,12/19/2023,350.36,17729360,345.58,353.60,345.12
963,12/20/2023,349.28,16369850,348.65,354.96,347.79
964,12/21/2023,354.09,15289560,352.98,356.41,349.21
965,12/22/2023,353.39,11772780,355.58,357.20,351.22
966,12/26/2023,354.83,9898614,354.99,356.98,353.45
967,12/27/2023,357.83,13207930,356.07,359.00,355.31
968,12/28/2023,358.32,11798810,359.70,361.90,357.81
969,12/29/2023,353.96,14987090,358.99,360.00,351.82
970,01/02/2024,346.29,19042150,351.32,353.16,340.01
971,01/03/2024,344.47,15451130,344.98,347.95,343.18
972,01/04/2024,347.12,12099900,344.50,348.15,343.40
973,01/05/2024,351.95,13750910,346.99,353.50,346.26
974,01/08/2024,358.66,13890220,354.70,358.98,352.05
975,01/09/2024,357.43,13463870,356.40,360.64,355.36
976,01/10/2024,370.47,22117210,360.17,372.94,359.08
977,01/11/2024,369.67,17205390,372.13,372.78,362.93
978,01/12/2024,374.49,19310050,370.16,377.06,369.54
979,01/16/2024,367.46,15306890,373.65,375.61,367.23
980,01/17/2024,368.37,12724780,366.30,368.54,358.61
981,01/18/2024,376.13,16354330,371.49,376.85,370.95
982,01/19/2024,383.45,21670810,379.00,384.36,377.97
983,01/22/2024,381.78,17680450,387.95,390.35,381.16
984,01/23/2024,385.20,15506100,384.62,388.38,382.08
985,01/24/2024,390.70,15604290,390.00,396.15,387.81
986,01/25/2024,393.18,15091080,390.17,395.49,385.66
987,01/26/2024,394.14,13159290,394.35,396.79,391.59
988,01/29/2024,401.02,18742430,394.99,402.93,393.10
989,01/30/2024,400.06,18614730,403.59,406.36,399.57
990,01/31/2024,390.14,20180820,389.00,398.00,387.10
991,02/01/2024,394.78,29727050,393.94,400.50,393.05
992,02/02/2024,474.99,84707650,459.60,485.96,453.01
993,02/05/2024,459.41,40832380,469.88,471.90,459.22
994,02/06/2024,454.72,21655210,464.00,467.12,453.00
995,02/07/2024,469.59,23065990,458.00,471.52,456.18
996,02/08/2024,470.00,18815100,468.32,470.59,465.03
997,02/09/2024,468.11,18413140,472.95,473.59,467.47
998,02/12/2024,468.90,19381960,468.19,479.15,466.58
999,02/13/2024,460.12,20916600,456.87,467.89,455.09
1000,02/14/2024,473.28,16858400,467.93,474.11,466.09
1001,02/15/2024,484.03,24212330,475.28,488.62,472.22
1002,02/16/2024,473.32,23324620,478.11,478.96,469.21
1003,02/20/2024,471.75,18015520,469.72,476.18,466.56
1004,02/21/2024,468.03,12977050,466.50,469.00,461.79
1005,02/22/2024,486.13,21625810,480.24,489.99,476.06
1006,02/23/2024,484.03,18374290,488.05,494.36,482.35
1007,02/26/2024,481.74,12101420,483.47,486.14,480.60
1008,02/27/2024,487.05,10809600,479.98,487.27,479.92
1009,02/28/2024,484.02,12715490,485.00,491.05,482.75
1010,02/29/2024,490.13,17732050,488.44,491.70,482.61
1011,03/01/2024,502.30,15884880,492.11,504.25,491.85
1012,03/04/2024,498.19,12324140,503.00,504.42,496.42
1013,03/05/2024,490.22,15325300,495.00,495.58,487.89
1014,03/06/2024,496.09,11757930,497.63,502.97,494.29
1015,03/07/2024,512.19,18586440,503.28,519.85,501.38
1016,03/08/2024,505.95,18597060,514.19,523.57,499.35
1017,03/11/2024,483.59,20428270,497.01,497.32,476.00
1018,03/12/2024,499.75,15448230,493.26,502.31,484.73
1019,03/13/2024,495.57,12090660,495.39,500.98,491.03
1020,03/14/2024,491.83,12620010,500.26,501.35,488.16
1021,03/15/2024,484.10,29153580,489.01,491.83,481.30
1022,03/18/2024,496.98,11755250,491.91,497.42,486.81
1023,03/19/2024,496.24,10903090,488.17,496.63,481.28
1024,03/20/2024,505.52,11711100,499.50,508.20,495.17
1025,03/21/2024,507.76,9712549,514.71,515.04,506.01
1026,03/22/2024,509.58,8120593,507.00,509.97,504.34
1027,03/25/2024,503.02,8380617,505.79,507.22,500.24
1028,03/26/2024,495.89,11205380,505.13,510.00,495.21
1029,03/27/2024,493.86,9989676,499.30,499.89,488.07
1030,03/28/2024,485.58,15212760,492.84,492.89,485.15
1031,04/01/2024,491.35,9247007,487.20,497.43,481.78
1032,04/02/2024,497.37,11081030,485.10,497.53,484.65
1033,04/03/2024,506.74,12099170,498.93,507.24,498.75
1034,04/04/2024,510.92,26476250,516.42,530.00,510.58
1035,04/05/2024,527.34,19263270,516.86,530.70,514.41
1036,04/08/2024,519.25,13260580,529.28,531.49,518.89
1037,04/09/2024,516.90,10881450,522.23,525.87,506.74
1038,04/10/2024,519.83,11418490,509.29,522.56,505.80
1039,04/11/2024,523.16,10369470,521.11,523.86,517.29
1040,04/12/2024,511.90,11984540,517.75,520.19,509.33
1041,04/15/2024,500.23,13512890,516.72,518.53,497.28
1042,04/16/2024,499.76,9847925,498.11,504.77,497.11
1043,04/17/2024,494.17,12193740,503.10,503.16,487.14
1044,04/18/2024,501.80,14808670,499.82,512.21,499.04
1045,04/19/2024,481.07,25215360,502.80,502.80,475.73
1046,04/22/2024,481.73,17271130,489.72,492.01,473.40
1047,04/23/2024,496.10,15079200,491.25,498.76,488.97
1048,04/24/2024,493.50,37772680,508.06,510.00,484.58
1049,04/25/2024,441.38,82890740,421.40,445.77,414.50
1050,04/26/2024,443.29,32691440,441.46,446.44,431.96
1051,04/29/2024,432.62,21502650,439.56,439.76,428.56
1052,04/30/2024,430.17,18429500,431.05,439.62,429.72
1053,05/01/2024,439.19,20344950,428.60,449.96,427.11
1054,05/02/2024,441.68,15221320,438.84,443.96,432.28
1055,05/03/2024,451.96,16489060,445.93,454.17,443.85
1056,05/06/2024,465.68,15094630,455.58,466.16,453.34
1057,05/07/2024,468.24,13406820,466.29,471.53,461.31
1058,05/08/2024,472.60,11683930,463.50,475.58,463.00
1059,05/09/2024,475.42,9437651,470.00,476.08,467.63
1060,05/10/2024,476.20,10750000,477.09,477.50,469.60
1061,05/13/2024,468.01,14668800,472.75,473.35,462.85
1062,05/14/2024,471.85,10478550,463.37,472.54,460.08
1063,05/15/2024,481.54,13100470,474.98,482.50,471.20
1064,05/16/2024,473.23,16608180,475.00,477.69,472.75
1065,05/17/2024,471.91,10807290,470.83,472.80,468.42
1066,05/20/2024,468.84,11745080,469.95,473.20,467.04
1067,05/21/2024,464.63,11742190,467.12,470.70,462.27
1068,05/22/2024,467.78,10078610,467.87,473.72,465.65
1069,05/23/2024,465.78,11747910,472.88,474.36,461.54
1070,05/24/2024,478.22,12024250,467.62,479.85,466.30
1071,05/28/2024,479.92,10175770,476.58,480.86,474.84
1072,05/29/2024,474.36,9226218,474.66,479.85,473.70
1073,05/30/2024,467.05,10735230,471.67,471.73,464.71
1074,05/31/2024,466.83,16919810,465.80,469.12,454.46
1075,06/03/2024,477.49,11279390,470.86,479.60,468.24
1076,06/04/2024,476.99,7088718,477.00,478.89,473.23
1077,06/05/2024,495.06,15690480,484.45,496.65,483.91
1078,06/06/2024,493.76,10667340,492.98,502.82,490.89
1079,06/07/2024,492.96,9380745,495.91,498.91,490.17
1080,06/10/2024,502.60,11236920,493.86,502.66,493.41
1081,06/11/2024,507.47,9673715,500.16,507.60,498.27
1082,06/12/2024,508.84,11983230,513.99,514.01,504.47
1083,06/13/2024,504.10,9954621,505.71,509.36,501.36
1084,06/14/2024,504.16,10243350,502.65,507.15,500.75
1085,06/17/2024,506.63,11266600,501.67,510.75,496.01
1086,06/18/2024,499.49,13060430,504.56,506.00,495.02
1087,06/20/2024,501.70,11801180,502.00,503.67,496.77
1088,06/21/2024,494.78,23130730,503.45,503.45,492.39
1089,06/24/2024,498.91,13525280,499.20,507.80,494.29
1090,06/25/2024,510.60,12109770,497.05,510.71,495.50
1091,06/26/2024,513.12,8882337,506.65,513.81,504.68
1092,06/27/2024,519.56,10121200,514.25,522.88,513.90
1093,06/28/2024,504.22,15855140,517.15,521.88,503.84
1094,07/01/2024,504.68,10328150,504.95,506.58,493.17
1095,07/02/2024,509.50,7739479,500.76,510.50,499.45
1096,07/03/2024,509.96,6005615,506.37,511.28,506.02
1097,07/05/2024,539.91,21354090,511.60,540.87,511.60
1098,07/08/2024,529.32,14917500,542.35,542.81,526.65
1099,07/09/2024,530.00,8769088,533.75,537.48,528.19
1100,07/10/2024,534.69,10983280,530.79,538.88,528.36
1101,07/11/2024,512.70,16458250,530.89,535.46,508.37
1102,07/12/2024,498.87,19750540,497.76,508.09,494.23
1103,07/15/2024,496.16,12539160,498.63,506.68,493.37
1104,07/16/2024,489.79,14075830,501.50,503.95,485.79
1105,07/17/2024,461.99,28076600,479.17,479.17,459.12
1106,07/18/2024,475.85,19267160,475.00,479.24,464.54
1107,07/19/2024,476.79,15149420,476.06,486.71,475.71
1108,07/22/2024,487.40,12023090,486.58,492.06,483.90
1109,07/23/2024,488.69,9455527,489.84,495.22,487.72
1110,07/24/2024,461.27,17649740,472.31,476.30,460.58
1111,07/25/2024,453.41,18240490,463.26,463.55,442.65
1112,07/26/2024,465.70,14222390,464.20,469.77,459.42
1113,07/29/2024,465.71,11339630,469.88,473.96,465.02
1114,07/30/2024,463.19,11390440,467.00,472.73,456.70
1115,07/31/2024,474.83,24285780,471.02,476.50,466.75
1116,08/01/2024,497.74,43083080,521.00,527.17,492.10
1117,08/02/2024,488.14,24044660,489.00,501.15,476.15
1118,08/05/2024,475.73,21396190,451.35,483.48,450.80
1119,08/06/2024,494.09,20954960,479.00,502.56,478.65
1120,08/07/2024,488.92,20105310,503.13,510.15,486.86
1121,08/08/2024,509.63,16156840,497.50,509.96,494.72
1122,08/09/2024,517.77,13696640,507.71,518.34,505.70
1123,08/12/2024,515.95,9767422,516.86,518.02,509.10
1124,08/13/2024,528.54,13743840,520.01,531.50,518.15
1125,08/14/2024,526.76,11444190,528.06,534.00,523.13
1126,08/15/2024,537.33,13482140,531.79,539.77,526.70
1127,08/16/2024,527.42,14776680,531.90,533.66,524.66
1128,08/19/2024,529.28,9879713,526.87,531.66,522.76
1129,08/20/2024,526.73,7944391,528.35,531.09,525.88
1130,08/21/2024,535.16,13423290,527.15,539.40,526.94
1131,08/22/2024,531.93,15708290,537.00,544.23,528.59
1132,08/23/2024,528.00,11323940,536.92,539.87,525.06
1133,08/26/2024,521.12,9584002,527.60,528.00,514.95
1134,08/27/2024,519.10,6282720,518.98,524.01,515.31
1135,08/28/2024,516.78,9106077,517.68,521.09,512.45
1136,08/29/2024,518.22,8317424,519.05,527.20,515.68
1137,08/30/2024,521.31,9157541,521.35,523.54,515.20
1138,09/03/2024,511.76,12459110,519.64,525.49,508.62
1139,09/04/2024,512.74,8335207,506.07,516.59,504.07
1140,09/05/2024,516.86,8640888,511.72,521.63,511.15
1141,09/06/2024,500.27,14744520,521.88,524.58,498.25
1142,09/09/2024,504.79,11047830,506.16,511.33,502.08
1143,09/10/2024,504.79,9899022,508.16,514.18,500.03
1144,09/11/2024,511.83,10782530,507.01,513.12,495.60
1145,09/12/2024,525.60,11993340,517.05,526.71,515.22
1146,09/13/2024,524.62,10321420,520.34,527.58,517.11
1147,09/16/2024,533.28,9527646,524.54,534.10,517.40
1148,09/17/2024,536.32,11690780,537.60,542.10,530.57
1149,09/18/2024,537.95,10323540,537.07,544.20,533.90
1150,09/19/2024,559.10,15646950,550.00,562.07,546.52
1151,09/20/2024,561.35,22066820,560.00,564.50,556.30
1152,09/23/2024,564.41,12830670,569.50,573.98,562.41
1153,09/24/2024,563.33,12992960,566.68,567.75,554.19
1154,09/25/2024,568.31,16543350,564.05,576.88,563.72
1155,09/26/2024,567.84,14400790,575.73,577.40,562.35
1156,09/27/2024,567.36,9398367,570.10,570.84,564.51
1157,09/30/2024,572.44,12807210,567.70,574.68,564.80
1158,10/01/2024,576.47,15259270,577.98,583.04,570.10
1159,10/02/2024,572.81,6524650,574.86,576.00,569.34
1160,10/03/2024,582.77,11580980,570.15,583.36,568.73
1161,10/04/2024,595.94,14199790,583.73,596.85,581.43
1162,10/07/2024,584.78,12014200,598.22,602.95,584.04
1163,10/08/2024,592.89,7857377,589.69,593.56,585.97
1164,10/09/2024,590.51,9529707,593.99,594.39,581.61
1165,10/10/2024,583.83,7740449,587.57,590.23,582.52
1166,10/11/2024,589.95,8587051,584.83,591.21,582.71
1167,10/14/2024,590.42,8251971,594.22,600.10,589.96
1168,10/15/2024,586.27,9564236,590.16,590.61,580.14
1169,10/16/2024,576.79,11268380,581.40,582.08,574.03
1170,10/17/2024,576.93,8701158,583.33,584.97,575.20
1171,10/18/2024,576.47,7694274,581.10,583.97,575.25
1172,10/21/2024,575.16,8171879,576.03,577.24,569.11
1173,10/22/2024,582.01,8544463,574.29,583.53,572.12
1174,10/23/2024,563.69,14248420,579.97,585.00,562.50
1175,10/24/2024,567.78,7184651,567.13,568.88,561.52
1176,10/25/2024,573.25,11337870,573.94,581.29,571.72
1177,10/28/2024,578.16,10925130,582.00,583.75,574.12
1178,10/29/2024,593.28,13019090,580.15,593.67,575.40
1179,10/30/2024,591.80,26864930,600.98,601.20,589.38
1180,10/31/2024,567.58,26838400,585.00,589.90,563.01
1181,11/01/2024,567.16,15303240,567.61,573.67,562.56
1182,11/04/2024,560.68,12064600,564.10,568.69,557.89
1183,11/05/2024,572.43,9775379,567.31,573.48,566.67
1184,11/06/2024,572.05,18305430,562.75,573.00,555.17
1185,11/07/2024,591.70,14653710,576.89,594.80,575.21
1186,11/08/2024,589.34,9415699,591.54,593.10,584.52
1187,11/11/2024,583.17,10209050,586.36,587.00,576.51
1188,11/12/2024,584.82,16287720,588.55,599.66,580.38
1189,11/13/2024,580.00,10757580,582.61,585.64,575.17
1190,11/14/2024,577.16,11053740,577.00,580.76,573.01
1191,11/15/2024,554.08,17712860,571.22,572.57,551.50
1192,11/18/2024,554.40,14346720,557.04,559.90,550.09
1193,11/19/2024,561.09,9522445,551.86,561.43,550.60
1194,11/20/2024,565.52,9797339,562.93,566.35,554.20
1195,11/21/2024,563.09,11154750,569.52,570.00,549.05
1196,11/22/2024,559.14,9164004,563.55,563.83,554.59
1197,11/25/2024,565.11,13599830,562.10,572.59,556.39
1198,11/26/2024,573.54,10356550,566.00,577.50,565.20
1199,11/27/2024,569.20,7200228,574.89,574.98,564.10
1200,11/29/2024,574.32,7130519,569.00,578.46,566.90
1201,12/02/2024,592.83,12522370,577.50,594.50,575.57
1202,12/03/2024,613.65,14907160,595.00,614.20,591.25
1203,12/04/2024,613.78,14697010,612.96,617.78,605.10
1204,12/05/2024,608.93,8081212,617.08,619.90,607.05
1205,12/06/2024,623.77,16935500,610.10,629.79,608.53
1206,12/09/2024,613.57,11426020,623.93,626.40,606.17
1207,12/10/2024,619.32,10938850,617.56,625.59,612.74
1208,12/11/2024,632.68,10837230,623.37,638.40,621.53
1209,12/12/2024,630.79,7474717,631.50,636.66,627.21
1210,12/13/2024,620.35,8453349,627.22,631.08,616.89
1211,12/16/2024,624.24,10885630,629.98,631.15,618.58
1212,12/17/2024,619.44,12897840,626.17,632.37,616.54
1213,12/18/2024,597.19,17075480,621.00,627.36,596.32
1214,12/19/2024,595.57,14958080,610.39,611.52,595.00
1215,12/20/2024,585.25,48989390,590.58,603.11,580.00
1216,12/23/2024,599.85,10205750,589.60,601.09,586.25
1217,12/24/2024,607.75,4726056,602.72,607.99,599.28
1218,12/26/2024,603.35,6091239,605.48,606.30,598.94
1219,12/27/2024,599.81,8084229,599.41,601.85,589.80
1220,12/30/2024,591.24,7025864,588.75,596.94,585.58
1221,12/31/2024,585.51,6019520,592.27,593.97,583.85
1222,01/02/2025,599.24,12682270,589.72,604.91,587.82
1223,01/03/2025,604.63,11436780,604.76,609.50,596.41
1224,01/06/2025,630.20,14560750,611.83,630.99,605.62
1225,01/07/2025,617.89,12071480,631.70,632.10,608.23
1226,01/08/2025,610.72,10085850,613.40,616.44,602.79
1227,01/10/2025,615.86,19256560,610.03,629.91,597.34
1228,01/13/2025,608.33,10785030,607.10,608.97,598.45
1229,01/14/2025,594.25,13597990,605.07,605.49,588.55
1230,01/15/2025,617.12,15524300,610.21,622.46,606.50
1231,01/16/2025,611.30,8355349,611.50,616.25,609.71
1232,01/17/2025,612.77,17280600,624.05,624.97,603.67
1233,01/21/2025,616.46,11674020,617.83,621.50,609.01
1234,01/22/2025,623.50,12274010,623.30,633.70,619.44
1235,01/23/2025,636.45,9910163,627.36,636.60,621.15
1236,01/24/2025,647.49,19065330,636.40,652.00,634.20
1237,01/27/2025,659.88,28399190,626.61,663.87,625.10
1238,01/28/2025,674.33,20950110,666.00,682.58,659.47
1239,01/29/2025,676.49,21377820,675.00,681.05,665.67
1240,01/30/2025,687.00,29322900,696.82,710.79,676.10
1241,01/31/2025,689.18,19331660,691.00,705.30,685.58
1242,02/03/2025,697.46,21415740,675.91,704.00,675.25
1243,02/04/2025,704.19,13826270,702.50,707.71,691.61
1244,02/05/2025,704.87,17793770,703.55,718.14,699.01
1245,02/06/2025,711.99,13080690,705.88,718.90,703.50
1246,02/07/2025,714.52,16427070,716.80,725.01,711.75
1247,02/10/2025,717.40,12904320,718.56,721.20,711.33
1248,02/11/2025,719.80,12997960,713.32,723.66,710.04
1249,02/12/2025,725.38,12016520,715.30,727.10,712.60
1250,02/13/2025,728.56,12569060,721.52,729.00,718.04
1251,02/14/2025,736.67,16901250,726.14,740.91,725.62
1252,02/18/2025,716.37,21938700,736.00,737.00,706.44
1253,02/19/2025,703.77,17535480,704.10,707.00,695.39
1254,02/20/2025,694.84,12587410,697.28,705.63,693.64
1255,02/21/2025,683.55,15660360,696.58,703.87,682.36
1256,02/24/2025,668.13,15676990,686.28,687.27,662.45
Day,Date,Close/Last,Volume,Open,High,Low
